episode,timesteps,is_best,mean_return,mean_return_smooth,success_rate,success_rate_smooth,collision_rate,collision_rate_smooth,mean_speed,mean_speed_smooth
2879,2879,0,27.352171,29.800718,0.771700,0.767715,0.155400,0.178444,20.876900,20.837027
2889,2889,0,23.739374,28.285382,0.756800,0.764986,0.207900,0.185808,20.904000,20.853771
2899,2899,0,25.469103,27.581312,0.766200,0.765290,0.155300,0.178181,20.706800,20.817028
2909,2909,0,27.479174,27.555778,0.788400,0.771067,0.189800,0.181086,20.792100,20.810796
2919,2919,0,27.931906,27.649810,0.763600,0.769200,0.191500,0.183689,20.854100,20.821622
2929,2929,0,29.789661,28.184773,0.800200,0.776950,0.173300,0.181092,20.929400,20.848566
2939,2939,0,33.412577,29.491724,0.778800,0.777413,0.201500,0.186194,20.836800,20.845625
2949,2949,0,31.899048,30.093555,0.772200,0.776110,0.174300,0.183220,20.871300,20.852044
2959,2959,0,31.675104,30.488942,0.758700,0.771757,0.171800,0.180365,20.901700,20.864458
2969,2969,0,28.829650,30.074119,0.753600,0.767218,0.190300,0.182849,20.802800,20.849043
2979,2979,0,31.169517,30.347969,0.755700,0.764338,0.170600,0.179787,20.898600,20.861432
2989,2989,0,28.790889,29.958699,0.781400,0.768604,0.202400,0.185440,20.857500,20.860449
2999,2999,0,28.403529,29.569906,0.774100,0.769978,0.170800,0.181780,20.907300,20.872162
