episode,baseline_mean_return_mean,baseline_mean_return_std,baseline_mean_return_smooth_mean,baseline_success_rate_mean,baseline_success_rate_std,baseline_success_rate_smooth_mean,baseline_collision_rate_mean,baseline_collision_rate_std,baseline_collision_rate_smooth_mean,baseline_mean_speed_mean,baseline_mean_speed_std,baseline_mean_speed_smooth_mean,ours_mean_return_mean,ours_mean_return_std,ours_mean_return_smooth_mean,ours_success_rate_mean,ours_success_rate_std,ours_success_rate_smooth_mean,ours_collision_rate_mean,ours_collision_rate_std,ours_collision_rate_smooth_mean,ours_mean_speed_mean,ours_mean_speed_std,ours_mean_speed_smooth_mean
989,10.612312,0.956140,13.734099,0.498933,0.033422,0.476249,0.450200,0.020836,0.445742,20.263867,0.151393,20.264132,21.276111,4.101972,19.252675,0.646167,0.031586,0.632933,0.343900,0.015647,0.344280,20.567300,0.102840,20.551896
999,14.722309,2.152328,13.981151,0.494267,0.018539,0.480753,0.448167,0.047130,0.446348,20.283600,0.185963,20.268999,18.399835,1.476072,19.039465,0.636233,0.029331,0.633758,0.355700,0.025872,0.347135,20.611800,0.157374,20.566872
1009,15.812830,0.676920,14.439071,0.503167,0.013951,0.486357,0.420933,0.048113,0.439995,20.188800,0.105683,20.248949,21.551321,1.285763,19.667429,0.618433,0.035188,0.629927,0.325000,0.031854,0.341601,20.528733,0.127743,20.557338
1019,21.568172,1.081174,16.221346,0.494567,0.047038,0.488409,0.408467,0.020685,0.432113,20.272500,0.138301,20.254837,23.575240,1.850414,20.644382,0.635700,0.044498,0.631370,0.318133,0.030995,0.335734,20.556200,0.167357,20.557053
1029,22.432001,2.179113,17.774010,0.480433,0.025301,0.486415,0.421333,0.021586,0.429418,20.247267,0.159492,20.252944,20.578536,3.249084,20.627921,0.665267,0.048654,0.639844,0.351300,0.028673,0.339626,20.558700,0.121873,20.557465
1039,26.599596,1.859068,19.980407,0.502533,0.051258,0.490445,0.413767,0.054441,0.425505,20.286733,0.199708,20.261392,22.038961,4.215611,20.980681,0.658100,0.027382,0.644408,0.307067,0.033073,0.331486,20.542633,0.094883,20.553757
1049,18.887796,3.794831,19.707254,0.502300,0.022211,0.493409,0.482100,0.039237,0.439654,20.328567,0.170515,20.278185,24.911531,2.683145,21.963393,0.656467,0.039549,0.647423,0.297033,0.014187,0.322873,20.582600,0.154762,20.560968
1059,15.419626,2.333043,18.635347,0.502067,0.026829,0.495573,0.412733,0.029281,0.432924,20.312467,0.198544,20.286756,22.871242,3.734817,22.190355,0.612933,0.048670,0.638800,0.283533,0.019275,0.313038,20.555767,0.086783,20.559667
1069,19.007083,1.968669,18.728281,0.532167,0.037773,0.504721,0.415400,0.019792,0.428543,20.264000,0.175966,20.281067,22.115645,4.095687,22.171678,0.605133,0.034640,0.630384,0.318867,0.048846,0.314495,20.558867,0.125489,20.559467
1079,14.795686,2.059152,17.745132,0.508533,0.009856,0.505674,0.396067,0.017713,0.420424,20.257400,0.139411,20.275150,21.201743,3.021051,21.929194,0.652333,0.007441,0.635871,0.333933,0.054733,0.319355,20.569533,0.104680,20.561984
1089,12.478143,1.941607,16.428385,0.514367,0.051588,0.507847,0.385533,0.020254,0.411701,20.204900,0.192126,20.257588,21.891082,4.152136,21.919666,0.674333,0.024543,0.645487,0.298000,0.038617,0.314016,20.582267,0.210577,20.567055
1099,19.172786,3.443439,17.114485,0.535233,0.034657,0.514694,0.411967,0.043418,0.411768,20.279867,0.151092,20.263157,24.904891,3.796953,22.665972,0.631933,0.018041,0.642098,0.311600,0.033658,0.313412,20.539033,0.194436,20.560049
1109,19.709058,3.176876,17.763128,0.517200,0.012523,0.515320,0.439067,0.022600,0.418592,20.214167,0.167994,20.250910,21.893368,3.988321,22.472821,0.691767,0.030893,0.654515,0.340500,0.034639,0.320184,20.532067,0.163504,20.553054
1119,19.989294,2.123684,18.319670,0.501833,0.034614,0.511949,0.442567,0.029903,0.424586,20.264233,0.135824,20.254241,22.376971,1.846119,22.448859,0.650067,0.030323,0.653403,0.280267,0.018008,0.310205,20.544100,0.069956,20.550815
1129,17.697535,3.479524,18.164136,0.514533,0.024072,0.512595,0.410600,0.014219,0.421089,20.284533,0.120409,20.261814,23.013054,5.036355,22.589908,0.648033,0.008107,0.652061,0.297033,0.057722,0.306912,20.531133,0.084008,20.545895
1139,17.818816,2.103174,18.077806,0.548400,0.000497,0.521546,0.436333,0.018196,0.424900,20.287300,0.149800,20.268185,22.002172,4.028922,22.442974,0.653000,0.035201,0.652296,0.324733,0.049222,0.311367,20.563233,0.130593,20.550229
1149,13.665840,2.365192,16.974814,0.537400,0.051592,0.525510,0.422600,0.017183,0.424325,20.276533,0.126495,20.270272,19.640205,3.581516,21.742282,0.694867,0.028140,0.662938,0.301100,0.041680,0.308800,20.592300,0.152448,20.560747
1159,12.201769,4.808386,15.781553,0.516033,0.032556,0.523141,0.433233,0.038589,0.426552,20.306333,0.133046,20.279288,20.008651,7.672174,21.308874,0.652167,0.040928,0.660245,0.316933,0.063264,0.310834,20.533267,0.108698,20.553877
1169,10.527100,4.419757,14.467940,0.510200,0.018461,0.519905,0.420533,0.025680,0.425048,20.302700,0.128072,20.285141,20.355858,4.602394,21.070620,0.662933,0.019681,0.660917,0.316567,0.046785,0.312267,20.514367,0.112368,20.543999
1179,15.961486,2.088010,14.841326,0.574700,0.016826,0.533604,0.406067,0.003519,0.420302,20.291000,0.146066,20.286606,22.466161,3.040586,21.419505,0.665933,0.036019,0.662171,0.336567,0.058429,0.318342,20.558233,0.188158,20.547558
1189,18.419080,3.050767,15.735765,0.526233,0.039846,0.531761,0.393300,0.019512,0.413552,20.295267,0.126185,20.288771,24.711305,1.623445,22.242455,0.620733,0.033002,0.651812,0.307033,0.035564,0.315515,20.548067,0.152686,20.547685
1199,21.009457,2.290917,17.054188,0.525567,0.022369,0.530213,0.416067,0.035918,0.414180,20.248433,0.162319,20.278686,21.670159,5.945852,22.099381,0.642700,0.042683,0.649534,0.288367,0.028846,0.308728,20.537767,0.175969,20.545205
1209,25.288164,1.302159,19.112682,0.515033,0.038706,0.526418,0.422033,0.015397,0.416144,20.258500,0.195903,20.273640,20.701086,1.723782,21.749807,0.676200,0.039999,0.656200,0.291800,0.037224,0.304496,20.566000,0.071924,20.550404
1219,23.160473,3.390128,20.124630,0.502567,0.015343,0.520455,0.418000,0.028285,0.416608,20.317600,0.082575,20.284630,22.773871,2.784453,22.005823,0.657767,0.032370,0.656592,0.315900,0.033312,0.307347,20.597767,0.109396,20.562245
1229,23.752641,1.245007,21.031632,0.532733,0.011408,0.523525,0.414433,0.029801,0.416064,20.337267,0.190669,20.297789,23.234086,3.807661,22.312889,0.677800,0.014073,0.661894,0.303500,0.024463,0.306385,20.554033,0.093049,20.560192
1239,17.171696,4.862266,20.066648,0.511733,0.022625,0.520577,0.393367,0.037048,0.410390,20.306767,0.132190,20.300033,23.751482,4.671442,22.672537,0.677500,0.043305,0.665795,0.300333,0.021713,0.304872,20.595800,0.163601,20.569094
1249,16.619992,1.282614,19.204984,0.538233,0.022502,0.524991,0.423100,0.025042,0.413567,20.337167,0.122193,20.309317,25.951223,4.666119,23.492209,0.676567,0.014291,0.668488,0.299333,0.024871,0.303487,20.562233,0.087360,20.567379
1259,17.079355,3.216860,18.673577,0.520833,0.016196,0.523952,0.386033,0.040016,0.406684,20.288167,0.156783,20.304029,22.829073,3.912596,23.326425,0.664967,0.030029,0.667608,0.291567,0.071747,0.300507,20.573867,0.127457,20.569001
1269,16.184488,2.163975,18.051305,0.483200,0.040345,0.513764,0.410500,0.020447,0.407638,20.238067,0.179302,20.287539,24.987580,6.705544,23.741714,0.687767,0.027449,0.672648,0.316267,0.010541,0.304447,20.615133,0.146560,20.580534
1279,21.752244,2.658068,18.976539,0.549533,0.025981,0.522706,0.394533,0.019314,0.404362,20.283633,0.214063,20.286562,24.339723,2.535624,23.891216,0.682867,0.048571,0.675202,0.318500,0.053217,0.307960,20.619600,0.127319,20.590300
1289,26.166541,3.373349,20.774040,0.543333,0.020437,0.527863,0.418067,0.010584,0.407788,20.250100,0.114166,20.277447,24.300740,2.436098,23.993597,0.680933,0.020303,0.676635,0.325367,0.036947,0.312312,20.599800,0.220772,20.592675
1299,24.360603,0.686959,21.670680,0.527400,0.028738,0.527747,0.361500,0.016690,0.396216,20.268233,0.103628,20.275143,24.196036,2.956151,24.044207,0.658533,0.026840,0.672110,0.308800,0.052395,0.311434,20.617700,0.101848,20.598931
1309,23.370997,4.489432,22.095760,0.533133,0.018829,0.529094,0.360333,0.026171,0.387245,20.282533,0.092466,20.276991,25.690861,3.881438,24.455870,0.669300,0.031380,0.671407,0.269300,0.037681,0.300900,20.623633,0.188144,20.605107
1319,22.001365,3.509412,22.072161,0.545900,0.026196,0.533295,0.404333,0.013605,0.391517,20.273867,0.169441,20.276210,26.518145,2.802657,24.971439,0.682767,0.018332,0.674247,0.281833,0.049080,0.296134,20.595867,0.122014,20.602797
1329,17.530521,1.360790,20.936751,0.504000,0.012572,0.525971,0.402833,0.037370,0.394346,20.354767,0.089133,20.295849,27.826406,5.042248,25.685181,0.679167,0.051261,0.675477,0.283333,0.026675,0.292934,20.640167,0.181397,20.612139
1339,15.861198,0.834933,19.667863,0.532500,0.034329,0.527604,0.388367,0.025540,0.392851,20.294067,0.161087,20.295403,25.603719,2.514071,25.664815,0.680033,0.030418,0.676616,0.304967,0.060937,0.295942,20.557133,0.143827,20.598388
1349,11.838525,1.347836,17.710528,0.509900,0.027849,0.523178,0.406500,0.040525,0.396264,20.340867,0.152645,20.306769,24.579240,2.409379,25.393422,0.678600,0.056267,0.677112,0.321033,0.039776,0.302215,20.592200,0.130242,20.596841
1359,15.006793,2.732846,17.034594,0.549267,0.027293,0.529700,0.420467,0.036331,0.402314,20.295933,0.174238,20.304060,23.671920,2.409191,24.963046,0.702367,0.036121,0.683426,0.300667,0.055061,0.301828,20.584033,0.096439,20.593639
1369,18.913820,2.107913,17.504401,0.527267,0.004446,0.529092,0.377633,0.023350,0.396144,20.310567,0.149850,20.305687,22.871526,3.240172,24.440166,0.678733,0.017363,0.682253,0.272167,0.030662,0.294412,20.580433,0.180044,20.590338
1379,20.924804,2.136971,18.359502,0.508200,0.024569,0.523869,0.424067,0.045497,0.403125,20.295600,0.134791,20.303165,24.742885,3.641271,24.515846,0.677667,0.011873,0.681106,0.273267,0.021123,0.289126,20.596567,0.131358,20.591895
1389,20.104659,0.419144,18.795791,0.563200,0.017990,0.533702,0.402833,0.015822,0.403052,20.361567,0.154777,20.317766,23.935669,4.206719,24.370801,0.709100,0.020959,0.688105,0.301467,0.030026,0.292211,20.641700,0.128889,20.604346
1399,25.863338,2.484914,20.562678,0.519133,0.048761,0.530059,0.394500,0.020486,0.400914,20.311767,0.204930,20.316266,24.871871,2.302127,24.496069,0.691067,0.029496,0.688845,0.269467,0.019407,0.286525,20.534533,0.125204,20.586893
1409,23.279747,2.332710,21.241945,0.576167,0.028749,0.541586,0.362633,0.039242,0.391344,20.368700,0.147974,20.329374,24.589663,2.256713,24.519467,0.686200,0.047875,0.688184,0.282933,0.059644,0.285627,20.560800,0.127518,20.580370
1419,18.319347,1.555661,20.511296,0.543233,0.011736,0.541998,0.394167,0.030110,0.392049,20.339200,0.127948,20.331831,23.354780,3.234716,24.228295,0.685933,0.037544,0.687621,0.310467,0.050389,0.291837,20.547967,0.182755,20.572269
1429,17.616260,4.462876,19.787537,0.543133,0.028550,0.542282,0.426600,0.031231,0.400687,20.316300,0.174453,20.327948,21.431607,4.900332,23.529123,0.695333,0.030302,0.689549,0.264100,0.057129,0.284903,20.602700,0.164148,20.579877
1439,18.369440,2.168863,19.433013,0.516733,0.014617,0.535895,0.369067,0.032419,0.392782,20.279000,0.136045,20.315711,23.336548,3.252387,23.480979,0.696933,0.047430,0.691395,0.280133,0.042352,0.283710,20.626733,0.176030,20.591591
1449,20.544967,3.068271,19.711001,0.528500,0.058423,0.534046,0.351833,0.051593,0.382545,20.292000,0.105297,20.309783,23.212904,4.858760,23.413961,0.679800,0.010207,0.688496,0.314567,0.067688,0.291424,20.578400,0.102679,20.588293
1459,21.169520,1.676727,20.075631,0.553333,0.027959,0.538868,0.407267,0.023095,0.388725,20.329733,0.210557,20.314771,21.431042,4.564355,22.918231,0.698433,0.027709,0.690981,0.282567,0.048304,0.289210,20.558067,0.160338,20.580737
1469,25.942353,0.894231,21.542312,0.549833,0.025209,0.541609,0.388833,0.006202,0.388752,20.359767,0.157742,20.326020,22.526199,2.881699,22.820223,0.694833,0.029136,0.691944,0.285033,0.052532,0.288166,20.590400,0.128265,20.583152
1479,24.490653,2.342812,22.279397,0.529800,0.010712,0.538657,0.405300,0.037443,0.392889,20.373833,0.117372,20.337973,22.085326,3.194851,22.636499,0.683800,0.038419,0.689908,0.288267,0.017332,0.288191,20.589633,0.135045,20.584773
1489,29.331839,0.968337,24.042508,0.527867,0.024262,0.535959,0.410500,0.028498,0.397292,20.300833,0.165770,20.328688,24.533381,1.719583,23.110719,0.681767,0.025509,0.687873,0.269200,0.043023,0.283443,20.611800,0.152777,20.591529
1499,28.979291,0.630392,25.276704,0.579567,0.008039,0.546861,0.404567,0.015364,0.399111,20.336400,0.148247,20.330616,24.872333,3.415347,23.551123,0.688667,0.023098,0.688071,0.297433,0.038056,0.286941,20.594100,0.191030,20.592172
1509,22.648525,1.201787,24.619659,0.545100,0.025652,0.546421,0.372667,0.023218,0.392500,20.301267,0.197790,20.323279,28.637819,2.538322,24.822797,0.728767,0.025176,0.698245,0.271733,0.042077,0.283139,20.549467,0.121721,20.581496
1519,19.662052,2.924364,23.380257,0.561400,0.012535,0.550166,0.370267,0.026012,0.386941,20.341933,0.116700,20.327942,25.082084,1.820404,24.887618,0.704200,0.029982,0.699734,0.247333,0.051487,0.274188,20.577467,0.123501,20.580488
1529,16.549241,0.362494,21.672503,0.560200,0.033830,0.552674,0.369700,0.033313,0.382631,20.344533,0.160532,20.332090,29.191258,6.742410,25.963528,0.694833,0.022977,0.698509,0.314800,0.051713,0.284341,20.534800,0.108169,20.569066
1539,18.756466,2.017756,20.943494,0.558067,0.026489,0.554022,0.350767,0.022535,0.374665,20.317733,0.126053,20.328501,27.201481,2.423443,26.273016,0.686567,0.040349,0.695523,0.283433,0.043236,0.284114,20.593033,0.144948,20.575058
1549,21.333715,1.603856,21.041049,0.565067,0.001898,0.556783,0.356200,0.015455,0.370049,20.349467,0.153410,20.333742,26.793154,3.488728,26.403051,0.702367,0.021857,0.697234,0.250167,0.039958,0.275627,20.651400,0.191834,20.594144
1559,23.873661,1.046036,21.749202,0.570000,0.025096,0.560088,0.355967,0.040172,0.366528,20.346967,0.139156,20.337048,26.747210,3.278834,26.489091,0.672867,0.016387,0.691142,0.288667,0.032142,0.278887,20.573933,0.137295,20.589091
1569,26.070958,3.473916,22.829641,0.583067,0.021942,0.565832,0.393033,0.032086,0.373154,20.307433,0.131324,20.329645,24.982154,2.222151,26.112357,0.717267,0.040930,0.697673,0.253300,0.044853,0.272490,20.604800,0.128854,20.593018
1579,26.794685,1.701644,23.820902,0.556267,0.015269,0.563441,0.347333,0.052486,0.366699,20.330133,0.188850,20.329767,25.808291,2.550134,26.036340,0.682300,0.030631,0.693830,0.298700,0.043269,0.279043,20.633667,0.117471,20.603180
1589,26.676924,1.587575,24.534908,0.535667,0.023170,0.556497,0.369967,0.020035,0.367516,20.284867,0.150490,20.318542,26.878730,3.246158,26.246938,0.695867,0.021752,0.694339,0.267400,0.052187,0.276132,20.580333,0.171158,20.597469
1599,24.177457,1.644983,24.445545,0.561367,0.016295,0.557715,0.378867,0.031108,0.370354,20.359367,0.150932,20.328748,27.099683,2.874372,26.460124,0.725533,0.014487,0.702138,0.282867,0.058631,0.277816,20.634967,0.119613,20.606843
1609,16.914464,3.730091,22.562775,0.557967,0.011589,0.557778,0.352633,0.025854,0.365924,20.347233,0.118706,20.333369,28.848752,1.303185,27.057281,0.710133,0.019002,0.704137,0.284567,0.032114,0.279503,20.598500,0.131462,20.604757
1619,14.890637,0.453202,20.644740,0.545733,0.013785,0.554767,0.381767,0.014711,0.369884,20.361533,0.191541,20.340410,26.470354,5.481724,26.910549,0.706600,0.030415,0.704752,0.267967,0.039367,0.276619,20.641300,0.125909,20.613893
1629,15.627869,1.017729,19.390522,0.547300,0.004373,0.552900,0.370200,0.039054,0.369963,20.251467,0.136318,20.318174,25.461932,5.159019,26.548395,0.677067,0.053455,0.697831,0.270233,0.056654,0.275023,20.571633,0.134552,20.603328
1639,19.535518,2.642203,19.426771,0.569833,0.049082,0.557133,0.364633,0.012880,0.368631,20.371533,0.115753,20.331514,26.611555,4.425694,26.564185,0.742833,0.011658,0.709082,0.253333,0.028998,0.269600,20.664567,0.146768,20.618638
1649,22.854453,0.957388,20.283692,0.580300,0.007173,0.562925,0.353967,0.009320,0.364965,20.343533,0.124925,20.334519,23.977472,2.384479,25.917507,0.719533,0.030757,0.711695,0.276333,0.033727,0.271284,20.682633,0.109783,20.634637
1659,27.527138,3.542267,22.094553,0.584067,0.003441,0.568210,0.385600,0.031478,0.370124,20.314100,0.174514,20.329414,24.503665,0.956960,25.564046,0.719433,0.021761,0.713629,0.247367,0.027742,0.265304,20.652633,0.134980,20.639136
1669,26.146606,3.515352,23.107567,0.548767,0.028193,0.563349,0.359700,0.052353,0.367518,20.290700,0.225633,20.319736,23.459638,2.223715,25.037944,0.738200,0.028294,0.719772,0.232633,0.019079,0.257137,20.619833,0.125699,20.634310
1679,22.782341,1.722635,23.026260,0.551967,0.012555,0.560504,0.371500,0.020958,0.368513,20.337200,0.143521,20.324102,25.149325,3.007184,25.065789,0.699567,0.030355,0.714721,0.271633,0.021649,0.260761,20.607833,0.120660,20.627691
1689,25.080277,3.612411,23.539764,0.553433,0.012437,0.558736,0.346800,0.038611,0.363085,20.293100,0.188112,20.316351,24.863936,2.584087,25.015326,0.718600,0.031355,0.715690,0.262333,0.023893,0.261154,20.675167,0.140182,20.639560
1699,22.345415,1.720393,23.241177,0.579033,0.048712,0.563810,0.364933,0.034661,0.363547,20.331400,0.123397,20.320113,27.407255,1.772538,25.613308,0.726667,0.019520,0.718435,0.279667,0.048425,0.265782,20.637200,0.156528,20.638970
1709,20.479891,2.228983,22.550856,0.565367,0.041347,0.564200,0.391167,0.024078,0.370452,20.366633,0.156503,20.331743,25.861418,3.026345,25.675336,0.704400,0.009622,0.714926,0.262767,0.024286,0.265028,20.615667,0.122626,20.633144
1719,20.595650,2.129904,22.062054,0.554433,0.015718,0.561758,0.346667,0.033987,0.364506,20.326967,0.187633,20.330549,26.815882,4.129569,25.960472,0.710733,0.026423,0.713878,0.263267,0.015670,0.264588,20.649367,0.188944,20.637200
1729,22.086502,2.090135,22.068166,0.605900,0.031052,0.572793,0.367167,0.029231,0.365171,20.304667,0.129474,20.324079,26.982712,4.134331,26.216032,0.699500,0.038913,0.710283,0.256767,0.040141,0.262633,20.607933,0.124217,20.629883
1739,28.901334,0.590584,23.776458,0.584867,0.043802,0.575812,0.395367,0.040636,0.372720,20.292033,0.164600,20.316067,27.176179,4.215145,26.456069,0.717167,0.034726,0.712004,0.254433,0.048545,0.260583,20.654967,0.160201,20.636154
1749,28.265947,2.038850,24.898830,0.586833,0.017211,0.578567,0.356100,0.027929,0.368565,20.372067,0.161949,20.330067,25.206659,2.068350,26.143716,0.724067,0.032629,0.715020,0.271067,0.033310,0.263204,20.643533,0.137253,20.637999
1759,29.577778,0.846093,26.068567,0.564967,0.012257,0.575167,0.373733,0.014423,0.369857,20.344600,0.124808,20.333700,26.583735,3.029272,26.253721,0.706867,0.031352,0.712981,0.228400,0.020794,0.254503,20.637367,0.101549,20.637841
1769,27.348384,1.800384,26.388521,0.590233,0.021268,0.578934,0.345433,0.036983,0.363751,20.329167,0.148732,20.332567,24.254069,2.802693,25.753808,0.723067,0.007231,0.715503,0.259000,0.035968,0.255627,20.612200,0.111035,20.631431
1779,24.951002,2.661386,26.029142,0.578033,0.020827,0.578709,0.378033,0.036647,0.367322,20.317667,0.150074,20.328842,29.035979,2.468199,26.574351,0.693800,0.018353,0.710077,0.265833,0.055210,0.258179,20.619100,0.166669,20.628348
1789,20.471848,3.157202,24.639818,0.560933,0.016226,0.574265,0.377400,0.028255,0.369841,20.336867,0.144977,20.330848,31.027372,1.451957,27.687606,0.755133,0.009471,0.721341,0.293933,0.042121,0.267117,20.613767,0.174749,20.624703
1799,19.685442,1.830036,23.401224,0.586167,0.001936,0.577240,0.413400,0.032201,0.380731,20.348200,0.163066,20.335186,28.783014,2.893274,27.961458,0.711967,0.021540,0.718998,0.272367,0.073164,0.268430,20.674133,0.146778,20.637060
1809,18.562949,1.955373,22.191655,0.603767,0.006944,0.583872,0.384600,0.009941,0.381698,20.360400,0.162596,20.341490,28.265341,3.536883,28.037429,0.716300,0.034906,0.718323,0.244400,0.062665,0.262422,20.657433,0.124034,20.642154
1819,19.836073,2.423838,21.602760,0.596800,0.029088,0.587104,0.380233,0.013966,0.381332,20.364400,0.148254,20.347217,28.174762,2.490948,28.071762,0.717933,0.036575,0.718226,0.275800,0.049816,0.265767,20.666000,0.151581,20.648115
1829,24.781271,0.516618,22.397387,0.577733,0.034991,0.584761,0.394600,0.021780,0.384649,20.274167,0.144614,20.328955,26.973960,2.300918,27.797312,0.729300,0.013010,0.720994,0.228700,0.048890,0.256500,20.613133,0.119906,20.639370
1839,23.747902,1.896822,22.735016,0.578400,0.026054,0.583171,0.366400,0.015392,0.380087,20.350467,0.220784,20.334333,26.386213,1.339736,27.444537,0.731700,0.011276,0.723671,0.267067,0.034911,0.259142,20.674600,0.161016,20.648177
1849,27.375574,1.655171,23.895155,0.586800,0.031611,0.584078,0.365267,0.010112,0.376382,20.342467,0.213952,20.336366,25.655686,3.080679,26.997324,0.723667,0.028451,0.723670,0.283400,0.051902,0.265206,20.607333,0.109203,20.637966
1859,22.318993,4.012339,23.501115,0.588433,0.007195,0.585167,0.345600,0.006747,0.368686,20.366833,0.157576,20.343983,25.993727,3.071813,26.746425,0.720833,0.029207,0.722961,0.278133,0.033037,0.268438,20.628000,0.179235,20.635475
1869,23.257685,1.587094,23.440257,0.559500,0.006007,0.578750,0.365067,0.017203,0.367781,20.337933,0.134753,20.342471,26.292847,1.936856,26.633030,0.719533,0.017803,0.722104,0.276200,0.043516,0.270379,20.618967,0.166652,20.631348
1879,21.998366,3.218426,23.079785,0.578933,0.018625,0.578796,0.352967,0.024655,0.364078,20.310300,0.153167,20.334428,26.199510,2.384159,26.524650,0.728900,0.034515,0.723803,0.268033,0.044784,0.269792,20.650300,0.118573,20.636086
1889,15.881491,1.312208,21.280211,0.573800,0.010477,0.577547,0.372100,0.022129,0.366083,20.323433,0.152185,20.331679,29.036803,1.384208,27.152689,0.702967,0.038774,0.718594,0.290900,0.015758,0.275069,20.615967,0.121908,20.631056
1899,21.402834,1.887958,21.310867,0.569433,0.051563,0.575519,0.340533,0.032432,0.359696,20.318433,0.076298,20.328368,29.785158,1.080366,27.810806,0.730367,0.039592,0.721537,0.232067,0.020906,0.264319,20.626467,0.103690,20.629909
1909,22.473298,3.436816,21.601475,0.586533,0.004871,0.578272,0.399133,0.014177,0.369555,20.328267,0.122851,20.328342,29.491264,3.115002,28.230920,0.711733,0.057186,0.719086,0.223667,0.019165,0.254156,20.647333,0.147447,20.634265
1919,24.463649,0.718230,22.317018,0.580933,0.026355,0.578938,0.334233,0.008452,0.360725,20.362133,0.150438,20.336790,28.467077,2.878473,28.289959,0.703800,0.033590,0.715265,0.252733,0.048356,0.253800,20.606333,0.106822,20.627282
1929,28.202814,0.998127,23.788467,0.590767,0.039534,0.581895,0.363633,0.028389,0.361452,20.295733,0.143574,20.326526,26.030575,3.608555,27.725113,0.733033,0.013928,0.719707,0.241467,0.038208,0.250717,20.572033,0.152402,20.613470
1939,30.437791,0.995286,25.450798,0.591233,0.013915,0.584229,0.336600,0.029521,0.355239,20.337233,0.254211,20.329203,23.792022,2.340922,26.741840,0.705433,0.018245,0.716138,0.211233,0.030640,0.240846,20.610533,0.124037,20.612736
1949,28.748162,3.187405,26.275139,0.594733,0.039321,0.586855,0.378733,0.047991,0.361113,20.290933,0.198968,20.319635,24.886253,0.947619,26.277944,0.736133,0.010027,0.721137,0.273067,0.013473,0.248901,20.636133,0.208198,20.618585
1959,27.104886,1.251052,26.482576,0.610200,0.028371,0.592692,0.349167,0.039567,0.358126,20.375033,0.215965,20.333485,25.632141,2.902883,26.116493,0.733067,0.031029,0.724120,0.257600,0.030475,0.251076,20.674233,0.189481,20.632497
1969,25.052822,1.704405,26.125137,0.597000,0.022079,0.593769,0.364700,0.031864,0.359770,20.359833,0.174836,20.340072,26.040398,1.333651,26.097469,0.743933,0.033518,0.729073,0.280667,0.049968,0.258474,20.612833,0.126567,20.627581
1979,23.544164,1.151482,25.479894,0.595767,0.018949,0.594268,0.351467,0.017323,0.357694,20.317200,0.171758,20.334354,26.769389,1.588951,26.265449,0.730167,0.035461,0.729346,0.249767,0.016726,0.256297,20.612767,0.112017,20.623878
1989,21.903877,0.623200,24.585890,0.584267,0.031632,0.591768,0.357667,0.017206,0.357687,20.306300,0.121663,20.327341,30.294520,0.626617,27.272717,0.720367,0.030844,0.727101,0.242200,0.014512,0.252773,20.594900,0.149337,20.616633
1999,24.051452,2.499261,24.452280,0.597633,0.010489,0.593234,0.362200,0.040688,0.358815,20.374433,0.148705,20.339114,28.493667,3.567464,27.577955,0.731767,0.026033,0.728268,0.241000,0.033573,0.249829,20.607167,0.155761,20.614267
2009,24.518466,2.355429,24.468827,0.580233,0.024978,0.589984,0.351600,0.025516,0.357011,20.346633,0.124698,20.340994,29.447968,3.959152,28.045458,0.730733,0.049222,0.728884,0.254633,0.029234,0.251030,20.655200,0.107101,20.624500
2019,25.998752,2.248201,24.851308,0.588667,0.017922,0.589655,0.366367,0.008040,0.359350,20.306433,0.162707,20.332354,29.307891,3.012285,28.361066,0.733567,0.028778,0.730055,0.266200,0.028568,0.254823,20.621667,0.137959,20.623792
2029,29.481527,1.436160,26.008863,0.596267,0.029035,0.591308,0.352867,0.032060,0.357729,20.330733,0.167095,20.331948,27.169218,0.947195,28.063104,0.732467,0.008916,0.730658,0.255833,0.058292,0.255075,20.640033,0.170469,20.627852
2039,28.803683,2.167468,26.707568,0.597833,0.026478,0.592939,0.325500,0.020786,0.349672,20.358967,0.139595,20.338703,25.743108,0.401932,27.483105,0.731433,0.019077,0.730852,0.283800,0.033009,0.262257,20.650300,0.164885,20.633464
2049,25.350095,2.211996,26.368200,0.575633,0.017628,0.588613,0.365067,0.038744,0.353521,20.347400,0.205154,20.340877,27.506397,1.185517,27.488928,0.725600,0.008878,0.729539,0.225700,0.028876,0.253117,20.648733,0.105049,20.637281
2059,22.431093,1.865863,25.383923,0.620000,0.015005,0.596459,0.365667,0.029242,0.356557,20.319033,0.156431,20.335416,28.554156,1.261626,27.755235,0.745000,0.027825,0.733404,0.252633,0.037461,0.252996,20.654467,0.116307,20.641578
2069,22.140350,2.637280,24.573030,0.594100,0.029240,0.595870,0.354133,0.027115,0.355951,20.365433,0.235790,20.342921,29.809424,1.019063,28.268782,0.747067,0.014030,0.736820,0.227133,0.043987,0.246531,20.634367,0.156360,20.639775
2079,21.767972,1.779014,23.871765,0.592333,0.009176,0.594986,0.368033,0.042353,0.358972,20.344467,0.152552,20.343307,29.838789,1.050471,28.661284,0.721400,0.031772,0.732965,0.271333,0.055666,0.252731,20.587300,0.160437,20.626656
2089,18.938598,1.741560,22.638473,0.590733,0.032671,0.593922,0.360533,0.029283,0.359362,20.340933,0.201909,20.342714,31.314820,2.157785,29.324668,0.720700,0.046425,0.729899,0.244967,0.056646,0.250790,20.609133,0.191849,20.622275
