episode,baseline_mean_return_mean,baseline_mean_return_std,baseline_mean_return_smooth_mean,baseline_success_rate_mean,baseline_success_rate_std,baseline_success_rate_smooth_mean,baseline_collision_rate_mean,baseline_collision_rate_std,baseline_collision_rate_smooth_mean,baseline_mean_speed_mean,baseline_mean_speed_std,baseline_mean_speed_smooth_mean,ours_mean_return_mean,ours_mean_return_std,ours_mean_return_smooth_mean,ours_success_rate_mean,ours_success_rate_std,ours_success_rate_smooth_mean,ours_collision_rate_mean,ours_collision_rate_std,ours_collision_rate_smooth_mean,ours_mean_speed_mean,ours_mean_speed_std,ours_mean_speed_smooth_mean
2474,11.048968,2.631521,21.338201,0.628500,0.012409,0.647303,0.262100,0.004900,0.244327,12.038033,0.258093,12.154999,32.485873,9.796717,35.807687,0.779267,0.037224,0.775951,0.154167,0.004973,0.145061,14.228567,0.557873,14.072803
2499,10.712250,1.964425,18.681713,0.631133,0.025044,0.643261,0.256667,0.014348,0.247412,11.959933,0.242538,12.106233,32.458304,1.737607,34.970341,0.775167,0.025308,0.775755,0.182567,0.044462,0.154438,14.339200,0.454241,14.139402
2524,15.770570,0.210051,17.953927,0.659067,0.012115,0.647212,0.247833,0.022682,0.247517,12.206600,0.398913,12.131324,29.884437,6.968475,33.698865,0.781500,0.052355,0.777191,0.179667,0.032974,0.160745,13.943700,0.482755,14.090477
2549,26.800166,5.517418,20.165487,0.626767,0.036501,0.642101,0.196767,0.027237,0.234830,12.002933,0.618878,12.099227,36.640274,4.471228,34.434217,0.794200,0.037660,0.781443,0.165833,0.026167,0.162017,14.219533,0.712370,14.122741
2574,30.718665,3.031109,22.803781,0.672300,0.013560,0.649651,0.243200,0.019150,0.236922,12.593600,0.461501,12.222820,40.046597,2.249463,35.837312,0.767700,0.006943,0.778007,0.139200,0.010893,0.156313,14.198000,0.306991,14.141556
2599,27.835907,2.527807,24.061813,0.632967,0.031846,0.645480,0.209633,0.020285,0.230100,12.624733,0.543540,12.323298,30.308353,7.340581,34.455072,0.771400,0.045242,0.776356,0.140733,0.021425,0.152418,14.017133,0.482361,14.110450
2624,16.704059,3.718256,22.222374,0.648567,0.023506,0.646251,0.221333,0.024621,0.227908,12.155933,0.387674,12.281457,23.487430,5.688025,31.713162,0.758667,0.010806,0.771933,0.151667,0.027828,0.152230,13.906867,0.270385,14.059554
2649,11.555543,2.331222,19.555667,0.629333,0.031843,0.642022,0.241733,0.015849,0.231365,12.688233,0.392071,12.383151,21.856088,2.700217,29.248893,0.791167,0.014393,0.776742,0.152833,0.028491,0.152381,13.885667,0.409644,14.016082
2674,17.044224,2.858187,18.927806,0.664333,0.037904,0.647600,0.214167,0.019416,0.227065,12.227900,0.396102,12.344338,29.895089,3.435870,29.410442,0.780467,0.013892,0.777673,0.155133,0.014688,0.153069,14.251067,0.215737,14.074828
2699,25.468270,2.730641,20.562922,0.625200,0.019916,0.642000,0.215367,0.006940,0.224141,12.449100,0.261221,12.370529,32.914112,7.034180,30.286360,0.802700,0.016043,0.783930,0.121700,0.006096,0.145227,14.149433,0.486224,14.093480
2724,26.215655,1.413704,21.976105,0.628367,0.025503,0.638592,0.213467,0.024932,0.221472,12.196067,0.362365,12.326913,35.756419,0.320580,31.653875,0.798033,0.038443,0.787456,0.155067,0.023482,0.147687,14.099433,0.283715,14.094968
2749,22.983478,1.510279,22.227948,0.617867,0.028049,0.633410,0.229433,0.026539,0.223462,12.219433,0.535399,12.300043,31.658546,4.634102,31.655042,0.775067,0.042097,0.784358,0.132233,0.010842,0.143823,14.194467,0.461096,14.119843
2774,13.993890,0.523734,20.169434,0.647267,0.017853,0.636874,0.232333,0.029025,0.225680,12.042900,0.525551,12.235757,31.028246,4.958189,31.498343,0.774867,0.023721,0.781985,0.137533,0.021585,0.142251,14.426400,0.236821,14.196482
2799,5.729781,2.423643,16.559521,0.629733,0.022499,0.635089,0.210533,0.028969,0.221893,11.878633,0.368894,12.146476,29.249650,1.305754,30.936170,0.799900,0.024517,0.786464,0.122367,0.022944,0.137280,14.362500,0.237371,14.237987
2824,11.725051,1.251321,15.350903,0.659767,0.020357,0.641259,0.187567,0.012825,0.213312,12.096700,0.459427,12.134032,33.153479,4.124681,31.490497,0.791967,0.012447,0.787840,0.148133,0.035144,0.139993,14.262833,0.499986,14.244198
2849,18.061364,0.706742,16.028518,0.638467,0.037254,0.640561,0.211700,0.020698,0.212909,12.149100,0.443387,12.137799,37.277732,5.269001,32.937306,0.803567,0.026126,0.791771,0.123233,0.009967,0.135803,14.421767,0.344018,14.288590
2874,22.492945,1.370384,17.644625,0.639467,0.039989,0.640287,0.212267,0.004462,0.212748,12.142567,0.415192,12.138991,40.107866,2.678824,34.729946,0.803167,0.024041,0.794620,0.147267,0.027149,0.138669,14.234700,0.560709,14.275118
2899,18.913291,1.286841,17.961792,0.663467,0.020266,0.646082,0.219600,0.015911,0.214461,12.296667,0.327565,12.178410,37.980676,4.628947,35.542628,0.791067,0.023633,0.793732,0.143933,0.036409,0.139985,14.359133,0.434726,14.296122
2924,12.113084,2.828124,16.499615,0.642567,0.037211,0.645203,0.225433,0.003535,0.217204,12.338900,0.325690,12.218532,34.638383,2.319559,35.316567,0.791900,0.024609,0.793274,0.143367,0.003349,0.140831,14.147300,0.570173,14.258916
2949,12.936430,1.104109,15.608819,0.633567,0.023975,0.642294,0.204067,0.009447,0.213920,12.446800,0.299384,12.275599,32.406460,2.589881,34.589040,0.794000,0.021376,0.793455,0.137100,0.042554,0.139898,14.259600,0.454230,14.259087
2974,16.483072,2.381072,15.827382,0.649133,0.031768,0.644004,0.216533,0.023310,0.214573,12.313667,0.540041,12.285116,33.179418,3.057793,34.236635,0.819433,0.029587,0.799950,0.128067,0.026438,0.136940,14.060600,0.357554,14.209465
2999,22.523292,1.573858,17.501359,0.654767,0.028501,0.646695,0.200200,0.024051,0.210980,12.388533,0.530417,12.310970,37.683171,2.353540,35.098269,0.794000,0.031910,0.798462,0.135967,0.024137,0.136697,14.227200,0.481379,14.213899
