init,     2026-04-13 11:30:20.967286
arguments,Namespace(PPO_epochs=4, alg='ppo', cuda=0, entropy=0.3, eps_clip=0.15, gamma=0.994, gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hid_group_num=8, hid_group_size=8, hidden_num=64, ignore_checkpoint=True, lr=0.0007, model='rwtaspk', monitor_time=False, optimizer='rmsprop', rep=14291, response_window=40, road_scenario='highway', rwta_del_connection='none', skip_post_tests=False, snn_num_steps=15, task='gymip', thread=-1, traffic_level='standard', train_num=5000)
profile,  lr->0.0007; gamma->0.994; entropy->0.3; PPO_epochs->4; eps_clip->0.15
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/baseline/highway_standard/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/baseline/highway_standard/logs
train,    1, 0.610840,    5,  36
train,    2, 42.488568,   24,  36
train,    3, 43.232607,   25,  36
train,    4, 22.372009,   14,  36
train,    5, 6.954869,    7,  36
train,    6, 62.707984,   49,  36
train,    7, -1.009150,    4,  37
train,    8, 59.446499,   43,  37
train,    9, 6.718714,    8,  37
train,    10, 6.744011,    9,  37
train,    11, 8.111875,   11,  37
train,    12, -6.156394,    2,  37
train,    13, 25.327124,   16,  37
train,    14, 57.926496,   44,  37
train,    15, 269.169315,  150,  37
train,    16, 27.908005,   17,  37
train,    17, 157.669413,  150,  37
train,    18, 43.932614,   23,  37
train,    19, 33.089622,   17,  37
train,    20, 30.682010,   18,  38
train,    21, 14.246879,   10,  38
train,    22, 0.288177,    4,  38
train,    23, 217.375938,  150,  38
train,    24, 36.682893,   19,  38
val_save, 24, 54.479647, 1.0000,  26.6000,   4.8000, 0.0000,  28.9830
val,      24, 54.479647, 1.0000,  26.6000,   4.8000, 0.0000,  28.9830
train,    25, -1.399324,    4,  38
train,    26, 155.048282,  150,  38
train,    27, 51.024937,   25,  38
train,    28, 21.141773,   12,  38
train,    29, 95.893362,   76,  38
train,    30, 29.876839,   17,  38
train,    31, 1.660767,    5,  38
train,    32, 34.928592,   18,  38
train,    33, 10.402313,    9,  38
train,    34, 25.037827,   14,  39
train,    35, 36.469709,   19,  39
train,    36, 19.179664,   13,  39
train,    37, 22.800897,   14,  39
train,    38, 360.172700,  150,  39
train,    39, 10.610744,    9,  39
train,    40, 23.096377,   13,  39
train,    41, 164.097327,  129,  39
train,    42, 42.129188,   22,  39
train,    43, 34.528818,   18,  39
train,    44, 9.426517,    9,  39
train,    45, 32.485584,   15,  39
train,    46, 101.078246,   47,  39
train,    47, 379.185360,  150,  40
train,    48, 12.463552,   10,  40
train,    49, 5.413330,    7,  40
val,      49, 43.528146, 1.0000,  24.6000,   3.4000, 0.0000,  27.9398
train,    50, 92.860134,   43,  40
train,    51, 265.020564,  150,  40
train,    52, 16.234509,    9,  40
train,    53, 54.411828,   25,  40
train,    54, 70.703132,   33,  40
train,    55, 56.593234,   45,  40
train,    56, 15.535193,   10,  40
train,    57, 251.847374,  150,  40
train,    58, 40.100633,   22,  40
train,    59, 213.640701,  149,  40
train,    60, 40.956068,   22,  40
train,    61, 16.700200,   12,  41
train,    62, 32.408349,   16,  41
train,    63, 26.607445,   15,  41
train,    64, 215.043205,  150,  41
train,    65, 16.062706,   11,  41
train,    66, 36.684312,   18,  41
train,    67, 59.999468,   28,  41
train,    68, 25.471947,   14,  41
train,    69, 50.126317,   23,  41
train,    70, 199.775082,  110,  41
train,    71, 48.899048,   23,  41
train,    72, 20.058562,   20,  41
train,    73, 101.911121,   97,  41
train,    74, 25.449019,   16,  42
val,      74, 49.431916, 1.0000,  24.6000,   5.0000, 0.0000,  28.7638
train,    75, 13.854133,   10,  42
train,    76, 64.396763,   32,  42
train,    77, 37.163859,   21,  42
train,    78, 27.621731,   16,  42
train,    79, 37.301869,   21,  42
train,    80, 29.891935,   16,  42
train,    81, -1.822615,    4,  42
train,    82, 40.063604,   20,  42
train,    83, 19.740755,   12,  42
train,    84, 21.661173,   13,  42
train,    85, 39.094913,   21,  42
train,    86, 22.457583,   14,  42
train,    87, 31.024797,   18,  43
train,    88, 73.579066,   32,  43
train,    89, 15.875998,   11,  43
train,    90, 36.033824,   20,  43
train,    91, -1.707933,    4,  43
train,    92, 20.566982,   13,  43
train,    93, 13.817708,   10,  43
train,    94, 28.873561,   17,  43
train,    95, 33.750525,   19,  43
train,    96, 120.484450,   52,  43
train,    97, 72.460867,   55,  43
train,    98, 18.183840,   13,  43
train,    99, 46.725512,   22,  43
val,      99, 36.415482, 1.0000,  21.4000,   3.6000, 0.0000,  27.7796
train,    100, 14.270401,   10,  44
train,    101, 62.241093,   29,  44
train,    102, 21.849861,   13,  44
