init,     2026-03-26 18:30:31.571653
arguments,Namespace(lr=0.001, gamma=0.97, entropy=5.0, PPO_epochs=5, eps_clip=0.2, alg='ppo', cuda=-1, thread=-1, train_num=2000, rep=11, seed=-1, ignore_checkpoint=False, monitor_time=False, task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=256, mini_batch_size=64, gae_lambda=0.95, adv_norm=1, reward_scale=1.0, grad_clip=1.0, curriculum_mode='adaptive', curriculum_clean_ratio=0.7, max_noise=0.15, entropy_min=0.1, curriculum_patience=2, curriculum_noise_step=0.03, curriculum_entropy_decay=0.9)
seed,     11
train,    1, 7.872850,   10, 1.00,    3, 0.000, 0.000, 5.000
train,    2, 22.619936,   39, 1.00,   16, 0.000, 0.000, 5.000
train,    3, 1.848442,    3, 1.00,    1, 0.000, 0.000, 5.000
train,    4, 2.595602,    4, 1.00,    1, 0.000, 0.000, 5.000
train,    5, 10.377980,   14, 1.00,    6, 0.000, 0.000, 5.000
train,    6, 1.868212,    3, 1.00,    1, 0.000, 0.000, 5.000
train,    7, 9.628096,   12, 1.00,    5, 0.000, 0.000, 5.000
train,    8, 2.210526,    4, 1.00,    2, 0.000, 0.000, 5.000
train,    9, 1.159339,    2, 1.00,    0, 0.000, 0.000, 5.000
train,    10, 10.001516,   16, 1.00,    7, 0.000, 0.000, 5.000
train,    11, 13.676359,   21, 1.00,    8, 0.000, 0.000, 5.000
train,    12, 6.233032,    8, 1.00,    3, 0.000, 0.000, 5.000
train,    13, 1.748238,    3, 1.00,    1, 0.000, 0.000, 5.000
train,    14, 20.221798,   26, 1.00,    8, 0.000, 0.000, 5.000
train,    15, 2.575692,    4, 1.00,    2, 0.000, 0.000, 5.000
train,    16, 5.294628,    7, 1.00,    3, 0.000, 0.000, 5.000
train,    17, 11.038631,   17, 1.00,    7, 0.000, 0.000, 5.000
train,    18, 23.320585,   31, 1.00,   13, 0.000, 0.000, 5.000
train,    19, 7.498140,    9, 1.00,    3, 0.000, 0.000, 5.000
train,    20, 4.781356,    6, 1.00,    3, 0.000, 0.000, 5.000
train,    21, 11.645679,   19, 1.00,    3, 0.000, 0.000, 5.000
resume,   2026-03-26 18:38:41.901819
resume,   2026-03-26 18:41:22.988900
resume,   2026-03-26 18:46:43.408852
resume,   2026-03-26 18:50:28.741840
resume,   2026-03-26 18:55:14.399260
train,    22, 18.985805,   29, 1.00,   12, 0.000, 0.000, 5.000
train,    23, 4.327508,    7, 1.00,    4, 0.000, 0.000, 5.000
train,    24, 1.608907,    3, 1.00,    2, 0.000, 0.000, 5.000
train,    25, 4.568230,    7, 1.00,    1, 0.000, 0.000, 5.000
train,    26, 8.659918,   10, 1.00,    2, 0.000, 0.000, 5.000
train,    27, 9.730576,   13, 1.00,    5, 0.000, 0.000, 5.000
train,    28, 1.733592,    3, 1.00,    2, 0.000, 0.000, 5.000
train,    29, 5.550776,    7, 1.00,    3, 0.000, 0.000, 5.000
train,    30, 9.102952,   15, 1.00,    5, 0.000, 0.000, 5.000
train,    31, 2.258472,    4, 1.00,    3, 0.000, 0.000, 5.000
train,    32, 2.390160,    4, 1.00,    3, 0.000, 0.000, 5.000
train,    33, 5.846449,    7, 1.00,    0, 0.000, 0.000, 5.000
train,    34, 13.042381,   21, 1.00,    9, 0.000, 0.000, 5.000
train,    35, 3.063183,    4, 1.00,    1, 0.000, 0.000, 5.000
train,    36, 16.042059,   21, 1.00,    7, 0.000, 0.000, 5.000
train,    37, 6.206847,    8, 1.00,    2, 0.000, 0.000, 5.000
train,    38, 1.768680,    3, 1.00,    2, 0.000, 0.000, 5.000
train,    39, 2.037004,    3, 1.00,    1, 0.000, 0.000, 5.000
train,    40, 6.448499,    8, 1.00,    3, 0.000, 0.000, 5.000
train,    41, 3.889528,    6, 1.00,    3, 0.000, 0.000, 5.000
train,    42, 3.457930,    6, 1.00,    3, 0.000, 0.000, 5.000
train,    43, 3.429193,    5, 1.00,    2, 0.000, 0.000, 5.000
train,    44, 4.702242,    6, 1.00,    1, 0.000, 0.000, 5.000
train,    45, 12.671421,   21, 1.00,    9, 0.000, 0.000, 5.000
train,    46, 3.865289,    5, 1.00,    3, 0.000, 0.000, 5.000
train,    47, 14.331777,   17, 1.00,    7, 0.000, 0.000, 5.000
train,    48, 8.735465,   15, 1.00,    1, 0.000, 0.000, 5.000
resume,   2026-03-26 19:07:18.465793
resume,   2026-03-26 19:21:52.760255
train,    49, 34.666025,   52, 1.00,   20, 0.000, 0.000, 5.000
train,    50, 9.278063,   12, 1.00,    3, 0.000, 0.000, 5.000
train,    51, 5.065736,    8, 1.00,    5, 0.000, 0.000, 5.000
train,    52, 7.459095,    9, 1.00,    3, 0.000, 0.000, 5.000
train,    53, 13.684802,   20, 1.00,   11, 0.000, 0.000, 5.000
train,    54, 23.284644,   31, 1.00,   10, 0.000, 0.000, 5.000
train,    55, 2.010507,    3, 1.00,    0, 0.000, 0.000, 5.000
train,    56, 8.309824,   11, 1.00,    2, 0.000, 0.000, 5.000
train,    57, 6.397720,   10, 1.00,    5, 0.000, 0.000, 5.000
train,    58, 6.574127,    8, 1.00,    3, 0.000, 0.000, 5.000
train,    59, 2.901899,    4, 1.00,    1, 0.000, 0.000, 5.000
train,    60, 7.888623,   10, 1.00,    5, 0.000, 0.000, 5.000
train,    61, 5.040224,    7, 1.00,    3, 0.000, 0.000, 5.000
train,    62, 7.233183,   10, 1.00,    5, 0.000, 0.000, 5.000
train,    63, 4.798751,    6, 1.00,    1, 0.000, 0.000, 5.000
train,    64, 12.121907,   20, 1.00,    8, 0.000, 0.000, 5.000
train,    65, 1.327050,    2, 1.00,    1, 0.000, 0.000, 5.000
train,    66, 4.134838,    6, 1.00,    3, 0.000, 0.000, 5.000
train,    67, 2.677174,    4, 1.00,    1, 0.000, 0.000, 5.000
train,    68, 4.726769,    6, 1.00,    3, 0.000, 0.000, 5.000
train,    69, 15.388572,   23, 1.00,    4, 0.000, 0.000, 5.000
resume,   2026-03-26 19:30:14.011128
train,    70, 1.125605,    2, 1.00,    0, 0.000, 0.000, 5.000
train,    71, 25.545318,   44, 1.00,   19, 0.000, 0.000, 5.000
train,    72, 7.377662,    9, 1.00,    2, 0.000, 0.000, 5.000
train,    73, 2.073021,    3, 1.00,    0, 0.000, 0.000, 5.000
train,    74, 3.632529,    6, 1.00,    2, 0.000, 0.000, 5.000
train,    75, 4.955571,    8, 1.00,    5, 0.000, 0.000, 5.000
train,    76, 3.427242,    5, 1.00,    2, 0.000, 0.000, 5.000
train,    77, 19.623443,   28, 1.00,   12, 0.000, 0.000, 5.000
train,    78, 5.045218,    6, 1.00,    0, 0.000, 0.000, 5.000
train,    79, 9.567248,   16, 1.00,    7, 0.000, 0.000, 5.000
train,    80, 24.964035,   32, 1.00,   11, 0.000, 0.000, 5.000
train,    81, 6.776732,    9, 1.00,    3, 0.000, 0.000, 5.000
train,    82, 2.639725,    4, 1.00,    2, 0.000, 0.000, 5.000
train,    83, 6.369632,   11, 1.00,    5, 0.000, 0.000, 5.000
train,    84, 8.336522,   12, 1.00,    6, 0.000, 0.000, 5.000
train,    85, 4.612381,    6, 1.00,    1, 0.000, 0.000, 5.000
train,    86, 9.007003,   17, 1.00,    6, 0.000, 0.000, 5.000
train,    87, 13.137361,   15, 1.00,    7, 0.000, 0.000, 5.000
train,    88, 2.612096,    4, 1.00,    1, 0.000, 0.000, 5.000
train,    89, 6.562123,   10, 1.00,    4, 0.000, 0.000, 5.000
train,    90, 7.382935,   12, 1.00,    1, 0.000, 0.000, 5.000
resume,   2026-03-26 19:49:27.506099
train,    91, 7.872850,   10, 1.00,    3, 0.000, 0.000, 5.000
train,    92, 26.935491,   43, 1.00,   18, 0.000, 0.000, 5.000
train,    93, 16.943939,   21, 1.00,    8, 0.000, 0.000, 5.000
